"23 May 2023","18362.90","18419.75","18324.20","18348.00"
"22 May 2023","18201.10","18335.25","18178.85","18314.40"
"19 May 2023","18186.15","18218.10","18060.40","18203.40"
"18 May 2023","18287.50","18297.20","18104.85","18129.95"
"17 May 2023","18300.45","18309.00","18115.35","18181.75"
"16 May 2023","18432.35","18432.35","18264.35","18286.50"
"15 May 2023","18339.30","18458.90","18287.90","18398.85"
"12 May 2023","18273.75","18342.75","18194.55","18314.80"
"11 May 2023","18357.80","18389.70","18270.40","18297.00"
"10 May 2023","18313.60","18326.75","18211.95","18315.10"
"09 May 2023","18303.40","18344.20","18229.65","18265.95"
"08 May 2023","18120.60","18286.95","18100.30","18264.40"
"05 May 2023","18117.30","18216.95","18055.45","18069.00"
"04 May 2023","18081.00","18267.45","18066.70","18255.80"
"03 May 2023","18113.80","18116.35","18042.40","18089.85"
"02 May 2023","18124.80","18180.25","18101.75","18147.65"
"28 Apr 2023","17950.40","18089.15","17885.30","18065.00"
"27 Apr 2023","17813.10","17931.60","17797.90","17915.05"
"26 Apr 2023","17767.30","17827.75","17711.20","17813.60"
"25 Apr 2023","17761.55","17807.45","17716.85","17769.25"
"24 Apr 2023","17707.55","17754.50","17612.50","17743.40"
"21 Apr 2023","17639.75","17663.20","17553.95","17624.05"
"20 Apr 2023","17638.60","17684.45","17584.35","17624.45"
"19 Apr 2023","17653.35","17666.15","17579.85","17618.75"
"18 Apr 2023","17766.60","17766.60","17610.20","17660.15"
"17 Apr 2023","17863.00","17863.00","17574.05","17706.85"
"13 Apr 2023","17807.30","17842.15","17729.65","17828.00"
"12 Apr 2023","17759.55","17825.75","17717.25","17812.40"
"11 Apr 2023","17704.80","17748.75","17655.15","17722.30"
"10 Apr 2023","17634.90","17694.10","17597.95","17624.05"
"06 Apr 2023","17533.85","17638.70","17502.85","17599.15"
"05 Apr 2023","17422.30","17570.55","17402.70","17557.05"
"03 Apr 2023","17427.95","17428.05","17312.75","17398.05"
"31 Mar 2023","17210.35","17381.60","17204.65","17359.75"
"29 Mar 2023","16977.30","17126.15","16940.60","17080.70"
"28 Mar 2023","17031.75","17061.75","16913.75","16951.70"
"27 Mar 2023","16984.30","17091.00","16918.55","16985.70"
"24 Mar 2023","17076.20","17109.45","16917.35","16945.05"
"23 Mar 2023","17097.40","17205.40","17045.30","17076.90"
"22 Mar 2023","17177.45","17207.25","17107.85","17151.90"
"21 Mar 2023","17060.40","17127.70","17016.00","17107.50"
"20 Mar 2023","17066.60","17066.60","16828.35","16988.40"
"17 Mar 2023","17111.80","17145.80","16958.15","17100.05"
"16 Mar 2023","16994.65","17062.45","16850.15","16985.60"
"15 Mar 2023","17166.45","17211.35","16938.90","16972.15"
"14 Mar 2023","17160.55","17224.65","16987.10","17043.30"
"13 Mar 2023","17421.90","17529.90","17113.45","17154.30"
"10 Mar 2023","17443.80","17451.50","17324.35","17412.90"
"09 Mar 2023","17772.05","17772.35","17573.60","17589.60"
"08 Mar 2023","17665.75","17766.50","17602.25","17754.40"
"06 Mar 2023","17680.35","17799.95","17671.95","17711.45"
"03 Mar 2023","17451.25","17644.75","17427.70","17594.35"
"02 Mar 2023","17421.50","17445.80","17306.00","17321.90"
"01 Mar 2023","17360.10","17467.75","17345.25","17450.90"
"28 Feb 2023","17383.25","17440.45","17255.20","17303.95"
"27 Feb 2023","17428.60","17451.60","17299.00","17392.70"
"24 Feb 2023","17591.35","17599.75","17421.80","17465.80"
"23 Feb 2023","17574.65","17620.05","17455.40","17511.25"
"22 Feb 2023","17755.35","17772.50","17529.45","17554.30"
"21 Feb 2023","17905.80","17924.90","17800.30","17826.70"
"20 Feb 2023","17965.55","18004.35","17818.40","17844.60"
"17 Feb 2023","17974.85","18034.25","17884.60","17944.20"
"16 Feb 2023","18094.75","18134.75","18000.65","18035.85"
"15 Feb 2023","17896.60","18034.10","17853.80","18015.85"
"14 Feb 2023","17840.35","17954.55","17800.05","17929.85"
"13 Feb 2023","17859.10","17880.70","17719.75","17770.90"
"10 Feb 2023","17847.55","17876.95","17801.00","17856.50"
"09 Feb 2023","17885.50","17916.90","17779.80","17893.45"
"08 Feb 2023","17750.30","17898.70","17744.15","17871.70"
"07 Feb 2023","17790.10","17811.15","17652.55","17721.50"
"06 Feb 2023","17818.55","17823.70","17698.35","17764.60"
"03 Feb 2023","17721.75","17870.30","17584.20","17854.05"
"02 Feb 2023","17517.10","17653.90","17445.95","17610.40"
"01 Feb 2023","17811.60","17972.20","17353.40","17616.30"
"31 Jan 2023","17731.45","17735.70","17537.55","17662.15"
"30 Jan 2023","17541.95","17709.15","17405.55","17648.95"
"27 Jan 2023","17877.20","17884.75","17493.55","17604.35"
"25 Jan 2023","18093.35","18100.60","17846.15","17891.95"
"24 Jan 2023","18183.95","18201.25","18078.65","18118.30"
"23 Jan 2023","18118.45","18162.60","18063.45","18118.55"
"20 Jan 2023","18115.60","18145.45","18016.20","18027.65"
"19 Jan 2023","18119.80","18155.20","18063.75","18107.85"
"18 Jan 2023","18074.30","18183.75","18032.45","18165.35"
"17 Jan 2023","17922.80","18072.05","17886.95","18053.30"
"16 Jan 2023","18033.15","18049.65","17853.65","17894.85"
"13 Jan 2023","17867.50","17999.35","17774.25","17956.60"
"12 Jan 2023","17920.85","17945.80","17761.65","17858.20"
"11 Jan 2023","17924.25","17976.35","17824.35","17895.70"
"10 Jan 2023","18121.30","18127.60","17856.00","17914.15"
"09 Jan 2023","17952.55","18141.40","17936.15","18101.20"
"06 Jan 2023","18008.05","18047.40","17795.55","17859.45"
"05 Jan 2023","18101.95","18120.30","17892.60","17992.15"
"04 Jan 2023","18230.65","18243.00","18020.60","18042.95"
"03 Jan 2023","18163.20","18251.95","18149.80","18232.55"
"02 Jan 2023","18131.70","18215.15","18086.50","18197.45"
"30 Dec 2022","18259.10","18265.25","18080.30","18105.30"
"29 Dec 2022","18045.70","18229.70","17992.80","18191.00"
"28 Dec 2022","18084.75","18173.10","18068.35","18122.50"
"27 Dec 2022","18089.80","18149.25","17967.45","18132.30"
"26 Dec 2022","17830.40","18084.10","17774.25","18014.60"
"23 Dec 2022","17977.65","18050.45","17779.50","17806.80"
"22 Dec 2022","18288.80","18318.75","18068.60","18127.35"
"21 Dec 2022","18435.15","18473.35","18162.75","18199.10"
"20 Dec 2022","18340.30","18404.90","18202.65","18385.30"
"19 Dec 2022","18288.10","18431.65","18244.55","18420.45"
"16 Dec 2022","18319.10","18440.95","18255.15","18269.00"
"15 Dec 2022","18614.40","18652.90","18387.70","18414.90"
"14 Dec 2022","18671.25","18696.10","18632.90","18660.30"
"13 Dec 2022","18524.40","18617.25","18490.20","18608.00"
"12 Dec 2022","18402.15","18521.55","18345.70","18497.15"
"09 Dec 2022","18662.40","18664.70","18410.10","18496.60"
"08 Dec 2022","18570.85","18625.00","18536.95","18609.35"
"07 Dec 2022","18638.85","18668.30","18528.40","18560.50"
"06 Dec 2022","18600.65","18654.90","18577.90","18642.75"
"05 Dec 2022","18719.55","18728.60","18591.35","18701.05"
"02 Dec 2022","18752.40","18781.95","18639.20","18696.10"
"01 Dec 2022","18871.95","18887.60","18778.20","18812.50"
"30 Nov 2022","18625.70","18816.05","18616.55","18758.35"
"29 Nov 2022","18552.45","18678.10","18552.15","18618.05"
"28 Nov 2022","18430.55","18614.25","18365.60","18562.75"
"25 Nov 2022","18528.45","18534.90","18445.10","18512.75"
"24 Nov 2022","18326.10","18529.70","18294.25","18484.10"
"23 Nov 2022","18325.20","18325.40","18246.00","18267.25"
"22 Nov 2022","18179.15","18261.85","18137.70","18244.20"
"21 Nov 2022","18246.40","18262.30","18133.35","18159.95"
"18 Nov 2022","18382.95","18394.60","18209.80","18307.65"
"17 Nov 2022","18358.70","18417.60","18312.95","18343.90"
"16 Nov 2022","18398.25","18442.15","18344.15","18409.65"
"15 Nov 2022","18362.75","18427.95","18282.00","18403.40"
"14 Nov 2022","18376.40","18399.45","18311.40","18329.15"
"11 Nov 2022","18272.35","18362.30","18259.35","18349.70"
"10 Nov 2022","18044.35","18103.10","17969.40","18028.20"
"09 Nov 2022","18288.25","18296.40","18117.50","18157.00"
"07 Nov 2022","18211.75","18255.50","18064.75","18202.80"
"04 Nov 2022","18053.40","18135.10","18017.15","18117.15"
"03 Nov 2022","17968.35","18106.30","17959.20","18052.70"
"02 Nov 2022","18177.9","18178.75","18048.65","18082.85"
"01 Nov 2022","18130.7","18175.8","18060.15","18145.40"
"31 Oct 2022","17910.20","18022.80","17899.90","18012.20"
"28 Oct 2022","17756.40","17838.90","17723.70","17786.80"
"27 Oct 2022","17771.40","17783.90","17654.50","17736.95"
"25 Oct 2022","17808.30","17811.50","17637.00","17656.35"
"24 Oct 2022","17736.35","17777.55","17707.40","17730.75"
"21 Oct 2022","17622.85","17670.15","17520.75","17576.30"
"20 Oct 2022","17423.10","17584.15","17421.00","17563.95"
"19 Oct 2022","17568.15","17607.60","17472.85","17512.25"
"18 Oct 2022","17438.75","17527.80","17434.05","17486.95"
"17 Oct 2022","17144.80","17328.55","17098.55","17311.80"
"14 Oct 2022","17322.30","17348.55","17169.75","17185.70"
"13 Oct 2022","17087.35","17112.35","16956.95","17014.35"
"12 Oct 2022","17025.55","17142.35","16960.05","17123.60"
"11 Oct 2022","17256.05","17261.80","16950.30","16983.55"
"10 Oct 2022","17094.35","17280.15","17064.70","17241.00"
"07 Oct 2022","17287.20","17337.35","17216.95","17314.65"
"06 Oct 2022","17379.25","17428.80","17315.65","17331.80"
"04 Oct 2022","17147.45","17287.30","17117.30","17274.30"
"03 Oct 2022","17102.1","17114.65","16855.55","16887.35"
"30 Sep 2022","16798.05","17187.1","16747.7","17094.35"
"29 Sep 2022","16993.60","17026.05","16788.60","16818.10"
"28 Sep 2022","16870.55","17037.60","16820.40","16858.60"
"27 Sep 2022","17110.9","17176.45","16942.35","17007.40"
"26 Sep 2022","17156.3","17196.4","16978.3","17016.30"
"23 Sep 2022","17593.85","17642.15","17291.65","17327.35"
"22 Sep 2022","17609.65","17722.75","17532.45","17629.80"
"21 Sep 2022","17766.35","17838.70","17663.60","17718.35"
"20 Sep 2022","17770.40","17919.30","17744.40","17816.25"
"19 Sep 2022","17540.65","17667.20","17429.70","17622.25"
"16 Sep 2022","17796.80","17820.05","17497.25","17530.85"
"15 Sep 2022","18046.35","18096.15","17861.50","17877.40"
"14 Sep 2022","17771.15","18091.55","17771.15","18003.75"
"13 Sep 2022","18044.45","18088.30","18015.45","18070.05"
"12 Sep 2022","17890.85","17980.55","17889.15","17936.35"
"09 Sep 2022","17923.35","17925.95","17786.00","17833.35"
"08 Sep 2022","17748.15","17807.65","17691.95","17798.75"
"07 Sep 2022","17519.40","17650.75","17484.30","17624.40"
"06 Sep 2022","17695.70","17764.65","17587.65","17655.60"
"05 Sep 2022","17546.45","17683.15","17540.35","17665.80"
"02 Sep 2022","17598.40","17643.85","17476.45","17539.45"
"01 Sep 2022","17485.70","17695.60","17468.45","17542.80"
"30 Aug 2022","17414.95","17777.65","17401.50","17759.30"
"29 Aug 2022","17188.65","17380.15","17166.20","17312.90"
"26 Aug 2022","17619.30","17685.85","17519.35","17558.90"
"25 Aug 2022","17679.00","17726.50","17487.45","17522.45"
"24 Aug 2022","17525.45","17623.65","17499.25","17604.95"
"23 Aug 2022","17357.35","17625.55","17345.20","17577.50"
"22 Aug 2022","17682.90","17690.05","17467.35","17490.70"
"19 Aug 2022","17966.55","17992.20","17710.75","17758.45"
"18 Aug 2022","17898.65","17968.45","17852.05","17956.50"
"17 Aug 2022","17868.15","17965.95","17833.35","17944.25"
"16 Aug 2022","17797.20","17839.10","17764.05","17825.25"
"12 Aug 2022","17659.65","17724.65","17597.85","17698.15"
"11 Aug 2022","17711.65","17719.30","17631.95","17659.00"
"10 Aug 2022","17566.10","17566.10","17442.80","17534.75"
"08 Aug 2022","17401.50","17548.80","17359.75","17525.10"
"05 Aug 2022","17423.65","17474.40","17348.75","17397.50"
"04 Aug 2022","17463.10","17490.70","17161.25","17382.00"
"03 Aug 2022","17349.25","17407.50","17225.85","17388.15"
"02 Aug 2022","17310.15","17390.15","17215.85","17345.45"
"01 Aug 2022","17243.20","17356.25","17154.80","17340.05"
"29 Jul 2022","17079.50","17172.80","17018.15","17158.25"
"28 Jul 2022","16774.85","16947.65","16746.25","16929.60"
"27 Jul 2022","16475.35","16653.45","16438.75","16641.80"
"26 Jul 2022","16632.90","16636.10","16463.30","16483.85"
"25 Jul 2022","16662.55","16706.05","16564.25","16631.00"
"22 Jul 2022","16661.25","16752.25","16610.90","16719.45"
"21 Jul 2022","16523.55","16626.95","16483.90","16605.25"
"20 Jul 2022","16562.80","16588.00","16490.95","16520.85"
"19 Jul 2022","16187.05","16359.50","16187.05","16340.55"
"18 Jul 2022","16151.40","16287.95","16142.20","16278.50"
"15 Jul 2022","16010.80","16066.95","15927.30","16049.20"
"14 Jul 2022","16018.85","16070.85","15858.20","15938.65"
"13 Jul 2022","16128.20","16140.00","15950.15","15966.65"
"12 Jul 2022","16126.20","16158.75","16031.15","16058.30"
"11 Jul 2022","16136.15","16248.55","16115.50","16216.00"
"08 Jul 2022","16273.65","16275.50","16157.90","16220.60"
"07 Jul 2022","16113.75","16150.50","16045.95","16132.90"
"06 Jul 2022","15818.20","16011.35","15800.90","15989.80"
"05 Jul 2022","15909.15","16025.75","15785.45","15810.85"
"04 Jul 2022","15710.50","15852.35","15661.80","15835.35"
"01 Jul 2022","15703.70","15793.95","15511.05","15752.05"
"30 Jun 2022","15774.50","15890.00","15728.85","15780.25"
"29 Jun 2022","15701.70","15861.60","15687.80","15799.10"
"28 Jun 2022","15757.45","15892.10","15710.15","15850.20"
"27 Jun 2022","15926.20","15927.45","15815.50","15832.05"
"24 Jun 2022","15657.40","15749.25","15619.45","15699.25"
"23 Jun 2022","15451.55","15628.45","15367.50","15556.65"
"22 Jun 2022","15545.65","15565.40","15385.95","15413.30"
"21 Jun 2022","15455.95","15707.25","15419.85","15638.80"
"20 Jun 2022","15334.50","15382.50","15191.10","15350.15"
"17 Jun 2022","15272.65","15400.40","15183.40","15293.50"
"16 Jun 2022","15832.25","15863.15","15335.10","15360.60"
"15 Jun 2022","15729.25","15783.65","15678.90","15692.15"
"14 Jun 2022","15674.25","15858.00","15659.45","15732.10"
"13 Jun 2022","15877.55","15886.15","15684.00","15774.40"
"10 Jun 2022","16283.95","16324.70","16172.60","16201.80"
"09 Jun 2022","16263.85","16492.80","16243.85","16478.10"
"08 Jun 2022","16474.95","16514.30","16293.35","16356.25"
"07 Jun 2022","16469.60","16487.25","16347.10","16416.35"
"06 Jun 2022","16530.70","16610.95","16444.55","16569.55"
"03 Jun 2022","16761.65","16793.85","16567.90","16584.30"
"02 Jun 2022","16481.65","16646.40","16443.05","16628.00"
"01 Jun 2022","16594.40","16649.20","16438.85","16522.75"
"31 May 2022","16578.45","16690.75","16521.90","16584.55"
"30 May 2022","16527.90","16695.50","16506.15","16661.40"
"27 May 2022","16296.60","16370.60","16221.95","16352.45"
"26 May 2022","16105.00","16204.45","15903.70","16170.15"
"25 May 2022","16196.35","16223.35","16006.95","16025.80"
"24 May 2022","16225.55","16262.80","16078.60","16125.15"
"23 May 2022","16290.95","16414.70","16185.75","16214.70"
"20 May 2022","16043.80","16283.05","16003.85","16266.15"
"19 May 2022","15917.40","15984.75","15775.20","15809.40"
"18 May 2022","16318.15","16399.80","16211.20","16240.30"
"17 May 2022","15912.60","16284.25","15900.80","16259.30"
"16 May 2022","15845.10","15977.95","15739.65","15842.30"
"13 May 2022","15977.00","16083.60","15740.85","15782.15"
"12 May 2022","16021.10","16041.95","15735.75","15808.00"
"11 May 2022","16270.05","16318.75","15992.60","16167.10"
"10 May 2022","16248.90","16404.55","16197.30","16240.05"
"09 May 2022","16227.70","16403.70","16142.10","16301.85"
"06 May 2022","16415.55","16484.20","16340.90","16411.25"
"05 May 2022","16854.75","16945.70","16651.85","16682.65"
"04 May 2022","17096.60","17132.85","16623.95","16677.60"
"02 May 2022","16924.45","17092.25","16917.25","17069.10"
"29 Apr 2022","17329.25","17377.65","17053.25","17102.55"
"28 Apr 2022","17189.50","17322.50","17071.05","17245.05"
"27 Apr 2022","17073.35","17110.70","16958.45","17038.40"
"26 Apr 2022","17121.30","17223.85","17064.45","17200.80"
"25 Apr 2022","17009.05","17054.30","16888.70","16953.95"
"22 Apr 2022","17242.75","17315.30","17149.20","17171.95"
"21 Apr 2022","17234.60","17414.70","17215.50","17392.60"
"20 Apr 2022","17045.25","17186.90","16978.95","17136.55"
"19 Apr 2022","17258.95","17275.65","16824.70","16958.65"
"18 Apr 2022","17183.45","17237.75","17067.85","17173.65"
"13 Apr 2022","17599.90","17663.65","17457.40","17475.65"
"12 Apr 2022","17584.85","17595.30","17442.35","17530.30"
"11 Apr 2022","17740.90","17779.05","17650.95","17674.95"
"08 Apr 2022","17698.15","17842.75","17600.55","17784.35"
"07 Apr 2022","17723.30","17787.50","17623.70","17639.55"
"06 Apr 2022","17842.75","17901.00","17779.85","17807.65"
"05 Apr 2022","18080.60","18095.45","17921.55","17957.40"
"04 Apr 2022","17809.10","18114.65","17791.40","18053.40"
"01 Apr 2022","17436.90","17703.70","17422.70","17670.45"
"31 Mar 2022","17519.20","17559.80","17435.20","17464.75"
"30 Mar 2022","17468.15","17522.50","17387.20","17498.25"
"29 Mar 2022","17297.20","17343.65","17235.70","17325.30"
"28 Mar 2022","17181.85","17235.10","17003.90","17222.00"
"25 Mar 2022","17289.00","17294.90","17076.55","17153.00"
"24 Mar 2022","17094.95","17291.75","17091.15","17222.75"
"23 Mar 2022","17405.05","17442.40","17199.60","17245.65"
"22 Mar 2022","17120.40","17334.40","17006.30","17315.50"
"21 Mar 2022","17329.50","17353.35","17096.40","17117.60"
"17 Mar 2022","17202.90","17344.60","17175.75","17287.05"
"16 Mar 2022","16876.65","16987.90","16837.85","16975.35"
"15 Mar 2022","16900.65","16927.75","16555.00","16663.00"
"14 Mar 2022","16633.70","16887.95","16606.50","16871.30"
"11 Mar 2022","16528.80","16694.40","16470.90","16630.45"
"10 Mar 2022","16757.10","16757.30","16447.90","16594.90"
"09 Mar 2022","16078.00","16418.05","15990.00","16345.35"
"08 Mar 2022","15747.75","16028.75","15671.45","16013.45"
"07 Mar 2022","15867.95","15944.60","15711.45","15863.15"
"04 Mar 2022","16339.45","16456.00","16133.80","16245.35"
"03 Mar 2022","16723.2","16768.95","16442.95","16498.05"
"02 Mar 2022","16593.1","16678.5","16478.65","16605.95"
"28 Feb 2022","16481.6","16815.9","16356.3","16793.90"
"25 Feb 2022","16515.65","16748.8","16478.3","16658.40"
"24 Feb 2022","16548.9","16705.25","16203.25","16247.95"
"23 Feb 2022","17194.50","17220.70","17027.85","17063.25"
"22 Feb 2022","16847.95","17148.55","16843.80","17092.20"
"21 Feb 2022","17192.25","17351.05","17070.70","17206.65"
"18 Feb 2022","17236.05","17380.80","17219.20","17276.30"
"17 Feb 2022","17396.55","17442.90","17235.85","17304.60"
"16 Feb 2022","17408.45","17490.60","17257.70","17322.20"
"15 Feb 2022","16933.25","17375.00","16839.25","17352.45"
"14 Feb 2022","17076.15","17099.50","16809.65","16842.80"
"11 Feb 2022","17451.00","17454.75","17303.00","17374.75"
"10 Feb 2022","17554.10","17639.45","17427.15","17605.85"
"09 Feb 2022","17370.10","17477.15","17339.00","17463.80"
"08 Feb 2022","17279.85","17306.45","17043.65","17266.75"
"07 Feb 2022","17456.30","17536.75","17119.40","17213.60"
"04 Feb 2022","17590.20","17617.80","17462.55","17516.30"
"03 Feb 2022","17767.75","17781.15","17511.15","17560.20"
"02 Feb 2022","17706.20","17794.60","17674.80","17780.00"
"01 Feb 2022","17529.45","17622.40","17244.55","17576.85"
"31 Jan 2022","17301.05","17410.00","17264.15","17339.85"
"28 Jan 2022","17208.30","17373.50","17077.10","17101.95"
"27 Jan 2022","17062.00","17182.50","16866.75","17110.15"
"25 Jan 2022","17001.55","17309.15","16836.80","17277.95"
"24 Jan 2022","17575.15","17599.40","16997.85","17149.10"
"21 Jan 2022","17613.70","17707.60","17485.85","17617.15"
"20 Jan 2022","17921.00","17943.70","17648.45","17757.00"
"19 Jan 2022","18129.20","18129.20","17884.90","17938.40"
"18 Jan 2022","18337.20","18350.95","18085.90","18113.05"
"17 Jan 2022","18235.65","18321.55","18228.75","18308.10"
"14 Jan 2022","18185.00","18286.95","18119.65","18255.75"
"13 Jan 2022","18257.00","18272.25","18163.80","18257.80"
"12 Jan 2022","18170.40","18227.95","18128.80","18212.35"
"11 Jan 2022","17997.75","18081.25","17964.40","18055.75"
"10 Jan 2022","17913.30","18017.45","17879.15","18003.30"
"07 Jan 2022","17797.60","17905.00","17704.55","17812.70"
"06 Jan 2022","17768.50","17797.95","17655.55","17745.90"
"05 Jan 2022","17820.10","17944.70","17748.85","17925.25"
"04 Jan 2022","17681.40","17827.60","17593.55","17805.25"
"03 Jan 2022","17387.15","17646.65","17383.30","17625.70"
"31 Dec 2021","17244.5","17400.8","17238.5","17354.05"
"30 Dec 2021","17201.45","17264.05","17146.35","17203.95"
"29 Dec 2021","17220.1","17285.95","17176.65","17213.60"
"28 Dec 2021","17177.6","17250.25","17161.15","17233.25"
"27 Dec 2021","16937.75","17112.05","16833.2","17086.25"
"24 Dec 2021","17149.5","17155.6","16909.6","17003.75"
"23 Dec 2021","17066.8","17118.65","17015.55","17072.60"
"22 Dec 2021","16865.55","16971","16819.5","16955.45"
"21 Dec 2021","16773.15","16936.4","16688.25","16770.85"
"20 Dec 2021","16824.25","16840.1","16410.2","16614.20"
"17 Dec 2021","17276","17298.15","16966.45","16985.20"
"16 Dec 2021","17373","17379.35","17184.95","17248.40"
"15 Dec 2021","17323.65","17351.2","17192.2","17221.40"
"14 Dec 2021","17283.2","17376.2","17225.8","17324.90"
"13 Dec 2021","17619.1","17639.5","17355.95","17368.25"
"10 Dec 2021","17476.05","17534.35","17405.25","17511.30"
"09 Dec 2021","17524.4","17543.25","17379.6","17516.85"
"08 Dec 2021","17315.25","17484.6","17308.95","17469.75"
"07 Dec 2021","17044.1","17251.65","16987.75","17176.70"
"06 Dec 2021","17209.05","17216.75","16891.7","16912.25"
"03 Dec 2021","17424.9","17489.8","17180.8","17196.70"
"02 Dec 2021","17183.2","17420.35","17149.3","17401.65"
"01 Dec 2021","17104.4","17213.05","17064.25","17166.90"
"30 Nov 2021","17051.15","17324.65","16931.4","16983.20"
"29 Nov 2021","17055.8","17160.7","16782.4","17053.95"
"26 Nov 2021","17338.75","17355.4","16985.7","17026.45"
"25 Nov 2021","17417.3","17564.35","17351.7","17536.25"
"24 Nov 2021","17550.05","17600.6","17354","17415.05"
"23 Nov 2021","17281.75","17553.7","17216.1","17503.35"
"22 Nov 2021","17796.25","17805.25","17280.45","17416.55"
"18 Nov 2021","17890.55","17945.6","17688.5","17764.80"
"17 Nov 2021","17939.35","18022.65","17879.25","17898.65"
"16 Nov 2021","18127.05","18132.65","17958.8","17999.20"
"15 Nov 2021","18140.95","18210.15","18071.3","18109.45"
"12 Nov 2021","17977.6","18123","17905.9","18102.75"
"11 Nov 2021","17967.45","17971.35","17798.2","17873.60"
"10 Nov 2021","17973.45","18061.25","17915","18017.20"
"09 Nov 2021","18084.35","18112.6","17983.05","18044.25"
"08 Nov 2021","18040.2","18087.8","17836.1","18068.55"
"04 Nov 2021","17935.05","17947.55","17900.6","17916.80"
"03 Nov 2021","17947.95","17988.75","17757.95","17829.20"
"02 Nov 2021","17970.9","18012.25","17847.6","17888.95"
"01 Nov 2021","17783.15","17954.1","17697.1","17929.65"
"29 Oct 2021","17833.05","17915.85","17613.1","17671.65"
"28 Oct 2021","18187.65","18190.7","17799.45","17857.25"
"27 Oct 2021","18295.85","18342.05","18167.9","18210.95"
"26 Oct 2021","18154.5","18310.45","18099.3","18268.40"
"25 Oct 2021","18229.5","18241.4","17968.5","18125.40"
"22 Oct 2021","18230.7","18314.25","18034.35","18114.90"
"21 Oct 2021","18382.7","18384.2","18048","18178.10"
"20 Oct 2021","18439.9","18458.3","18209.35","18266.60"
"19 Oct 2021","18602.35","18604.45","18377.7","18418.75"
"18 Oct 2021","18500.1","18543.15","18445.3","18477.05"
"14 Oct 2021","18272.85","18350.75","18248.7","18338.55"
"13 Oct 2021","18097.85","18197.8","18050.75","18161.75"
"12 Oct 2021","17915.8","18008.65","17864.95","17991.95"
"11 Oct 2021","17867.55","18041.95","17839.1","17945.95"
"08 Oct 2021","17886.85","17941.85","17840.35","17895.20"
"07 Oct 2021","17810.55","17857.55","17763.8","17790.35"
"06 Oct 2021","17861.5","17884.6","17613.15","17646.00"
"05 Oct 2021","17661.35","17833.45","17640.9","17822.30"
"04 Oct 2021","17615.55","17750.9","17581.35","17691.25"
"01 Oct 2021","17531.9","17557.15","17452.9","17532.05"
"30 Sep 2021","17718.9","17742.15","17585.35","17618.15"
"29 Sep 2021","17657.95","17781.75","17608.15","17711.30"
"28 Sep 2021","17906.45","17912.85","17576.1","17748.60"
"27 Sep 2021","17932.2","17943.5","17802.9","17855.10"
"24 Sep 2021","17897.45","17947.65","17819.4","17853.20"
"23 Sep 2021","17670.85","17843.9","17646.55","17822.95"
"22 Sep 2021","17580.9","17610.45","17524","17546.65"
"21 Sep 2021","17450.5","17578.35","17326.1","17562.00"
